date,stage_code,event_code,event_name,event_stage,stage,stage_status,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_diff,qualification_mark,start_order,bib
2024-08-07T11:31:56+02:00,CSPMK1-1000M----------HEAT000500--,CSPMK1-1000M,Men's Kayak Single 1000m,Men's Kayak Single 1000m Heat 5,Heat 5,FINISHED,M,Canoe Sprint,CSP,Nautical St - Flat water,1908557,BIRKETT Andrew James,Person,RSA,South Africa,5.0,3:53.31,TIME,+17.32,QF,7,245
2024-08-07T14:19:19+02:00,CSPMK1-1000M----------QFNL000100--,CSPMK1-1000M,Men's Kayak Single 1000m,Men's Kayak Single 1000m Quarterfinal 1,Quarterfinal 1,FINISHED,M,Canoe Sprint,CSP,Nautical St - Flat water,1880457,BEAUMONT Maxime,Person,FRA,France,1.0,3:29.66,TIME,,SF,4,108
2024-08-07T14:19:19+02:00,CSPMK1-1000M----------QFNL000100--,CSPMK1-1000M,Men's Kayak Single 1000m,Men's Kayak Single 1000m Quarterfinal 1,Quarterfinal 1,FINISHED,M,Canoe Sprint,CSP,Nautical St - Flat water,1912315,OTERO EZCURRA Matias Valentin,Person,URU,Uruguay,2.0,3:30.81,TIME,+1.15,SF,7,279
2024-08-07T14:19:19+02:00,CSPMK1-1000M----------QFNL000100--,CSPMK1-1000M,Men's Kayak Single 1000m,Men's Kayak Single 1000m Quarterfinal 1,Quarterfinal 1,FINISHED,M,Canoe Sprint,CSP,Nautical St - Flat water,1536996,AGHAMIRZAEIJENAGHARD Ali,Person,IRI,IR Iran,3.0,3:33.78,TIME,+4.12,X,8,179
2024-08-07T14:19:19+02:00,CSPMK1-1000M----------QFNL000100--,CSPMK1-1000M,Men's Kayak Single 1000m,Men's Kayak Single 1000m Quarterfinal 1,Quarterfinal 1,FINISHED,M,Canoe Sprint,CSP,Nautical St - Flat water,1927416,ZHANG Dong,Person,CHN,China,4.0,3:37.75,TIME,+8.09,X,6,56
2024-08-07T14:19:19+02:00,CSPMK1-1000M----------QFNL000100--,CSPMK1-1000M,Men's Kayak Single 1000m,Men's Kayak Single 1000m Quarterfinal 1,Quarterfinal 1,FINISHED,M,Canoe Sprint,CSP,Nautical St - Flat water,1955121,ECKER Jonas,Person,USA,United States,5.0,3:41.77,TIME,+12.11,X,5,280
2024-08-07T14:19:19+02:00,CSPMK1-1000M----------QFNL000100--,CSPMK1-1000M,Men's Kayak Single 1000m,Men's Kayak Single 1000m Quarterfinal 1,Quarterfinal 1,FINISHED,M,Canoe Sprint,CSP,Nautical St - Flat water,1952601,SOUTA Vagner Junior,Person,BRA,Brazil,6.0,3:50.72,TIME,+21.06,X,3,29
2024-08-07T14:19:19+02:00,CSPMK1-1000M----------QFNL000100--,CSPMK1-1000M,Men's Kayak Single 1000m,Men's Kayak Single 1000m Quarterfinal 1,Quarterfinal 1,FINISHED,M,Canoe Sprint,CSP,Nautical St - Flat water,1961764,CLIFTON Tuva'a,Person,SAM,Samoa,7.0,3:55.20,TIME,+25.54,X,2,250
2024-08-07T14:29:50+02:00,CSPMK1-1000M----------QFNL000200--,CSPMK1-1000M,Men's Kayak Single 1000m,Men's Kayak Single 1000m Quarterfinal 2,Quarterfinal 2,FINISHED,M,Canoe Sprint,CSP,Nautical St - Flat water,1892421,POULSEN Rene Holten,Person,DEN,Denmark,1.0,3:35.48,TIME,,SF,3,82
2024-08-07T14:29:50+02:00,CSPMK1-1000M----------QFNL000200--,CSPMK1-1000M,Men's Kayak Single 1000m,Men's Kayak Single 1000m Quarterfinal 2,Quarterfinal 2,FINISHED,M,Canoe Sprint,CSP,Nautical St - Flat water,1908592,LOVEMORE Hamish,Person,RSA,South Africa,2.0,3:36.64,TIME,+1.16,SF,5,246
2024-08-07T14:29:50+02:00,CSPMK1-1000M----------QFNL000200--,CSPMK1-1000M,Men's Kayak Single 1000m,Men's Kayak Single 1000m Quarterfinal 2,Quarterfinal 2,FINISHED,M,Canoe Sprint,CSP,Nautical St - Flat water,1908557,BIRKETT Andrew James,Person,RSA,South Africa,3.0,3:38.11,TIME,+2.63,X,7,245
2024-08-07T14:29:50+02:00,CSPMK1-1000M----------QFNL000200--,CSPMK1-1000M,Men's Kayak Single 1000m,Men's Kayak Single 1000m Quarterfinal 2,Quarterfinal 2,FINISHED,M,Canoe Sprint,CSP,Nautical St - Flat water,1894583,FAZLOULA Saeid,Person,EOR,EOR,4.0,3:40.94,TIME,+5.46,X,4,87
2024-08-07T14:29:50+02:00,CSPMK1-1000M----------QFNL000200--,CSPMK1-1000M,Men's Kayak Single 1000m,Men's Kayak Single 1000m Quarterfinal 2,Quarterfinal 2,FINISHED,M,Canoe Sprint,CSP,Nautical St - Flat water,1935423,RAMATULLA Bekarys,Person,KAZ,Kazakhstan,5.0,3:45.77,TIME,+10.29,X,2,187
2024-08-07T14:29:50+02:00,CSPMK1-1000M----------QFNL000200--,CSPMK1-1000M,Men's Kayak Single 1000m,Men's Kayak Single 1000m Quarterfinal 2,Quarterfinal 2,FINISHED,M,Canoe Sprint,CSP,Nautical St - Flat water,1895631,PETERS Artuur,Person,BEL,Belgium,6.0,3:51.20,TIME,+15.72,X,6,23
2024-08-07T14:54:19+02:00,CSPMK1-1000M----------QFNL000300--,CSPMK1-1000M,Men's Kayak Single 1000m,Men's Kayak Single 1000m Quarterfinal 3,Quarterfinal 3,FINISHED,M,Canoe Sprint,CSP,Nautical St - Flat water,1953995,del RIO Adrian,Person,ESP,Spain,1.0,3:30.39,TIME,,SF,7,95
2024-08-07T14:54:19+02:00,CSPMK1-1000M----------QFNL000300--,CSPMK1-1000M,Men's Kayak Single 1000m,Men's Kayak Single 1000m Quarterfinal 3,Quarterfinal 3,FINISHED,M,Canoe Sprint,CSP,Nautical St - Flat water,1953994,CUBELOS Francisco,Person,ESP,Spain,2.0,3:33.74,TIME,+3.35,SF,4,94
2024-08-07T14:54:19+02:00,CSPMK1-1000M----------QFNL000300--,CSPMK1-1000M,Men's Kayak Single 1000m,Men's Kayak Single 1000m Quarterfinal 3,Quarterfinal 3,FINISHED,M,Canoe Sprint,CSP,Nautical St - Flat water,1543695,MAKHKAMOV Shakhriyor,Person,UZB,Uzbekistan,3.0,3:35.43,TIME,+5.04,X,5,283
2024-08-07T14:54:19+02:00,CSPMK1-1000M----------QFNL000300--,CSPMK1-1000M,Men's Kayak Single 1000m,Men's Kayak Single 1000m Quarterfinal 3,Quarterfinal 3,FINISHED,M,Canoe Sprint,CSP,Nautical St - Flat water,1888820,OLIJNIK Andrej,Person,LTU,Lithuania,4.0,3:36.72,TIME,+6.33,X,6,195
2024-08-07T14:54:19+02:00,CSPMK1-1000M----------QFNL000300--,CSPMK1-1000M,Men's Kayak Single 1000m,Men's Kayak Single 1000m Quarterfinal 3,Quarterfinal 3,FINISHED,M,Canoe Sprint,CSP,Nautical St - Flat water,1955141,SMALL Aaron,Person,USA,United States,5.0,3:42.05,TIME,+11.66,X,2,281
2024-08-07T14:54:19+02:00,CSPMK1-1000M----------QFNL000300--,CSPMK1-1000M,Men's Kayak Single 1000m,Men's Kayak Single 1000m Quarterfinal 3,Quarterfinal 3,FINISHED,M,Canoe Sprint,CSP,Nautical St - Flat water,1555479,ELAIDI Achraf,Person,MAR,Morocco,6.0,4:02.27,TIME,+31.88,X,3,197
2024-08-06T11:12:03+02:00,CSPWC2-500M-----------HEAT000100--,CSPWC2-500M,Women's Canoe Double 500m,Women's Canoe Double 500m Heat 1,Heat 1,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWC2-500M-CHN01,XU Shixiao / SUN Mengya,Team,CHN,China,1.0,1:54.45,TIME,,SF,5,
2024-08-06T11:12:03+02:00,CSPWC2-500M-----------HEAT000100--,CSPWC2-500M,Women's Canoe Double 500m,Women's Canoe Double 500m Heat 1,Heat 1,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWC2-500M-UKR01,LUZAN Liudmyla / RYBACHOK Anastasiia,Team,UKR,Ukraine,2.0,1:55.88,TIME,+1.43,SF,3,
2024-08-06T11:12:03+02:00,CSPWC2-500M-----------HEAT000100--,CSPWC2-500M,Women's Canoe Double 500m,Women's Canoe Double 500m Heat 1,Heat 1,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWC2-500M-POL01,SZCZERBINSKA Sylwia / BOROWSKA Dorota,Team,POL,Poland,3.0,1:58.42,TIME,+3.97,QF,4,
2024-08-06T11:12:03+02:00,CSPWC2-500M-----------HEAT000100--,CSPWC2-500M,Women's Canoe Double 500m,Women's Canoe Double 500m Heat 1,Heat 1,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWC2-500M-CHI01,MAILLIARD Maria Jose / GOMEZ Paula,Team,CHI,Chile,4.0,2:00.28,TIME,+5.83,QF,7,
2024-08-06T11:12:03+02:00,CSPWC2-500M-----------HEAT000100--,CSPWC2-500M,Women's Canoe Double 500m,Women's Canoe Double 500m Heat 1,Heat 1,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWC2-500M-GER01,JAHN Lisa / KLIEMKE Hedi Moana,Team,GER,Germany,5.0,2:01.15,TIME,+6.70,QF,6,
2024-08-06T11:12:03+02:00,CSPWC2-500M-----------HEAT000100--,CSPWC2-500M,Women's Canoe Double 500m,Women's Canoe Double 500m Heat 1,Heat 1,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWC2-500M-FRA01,RENARD Axelle / DORANGE Eugenie,Team,FRA,France,6.0,2:01.68,TIME,+7.23,QF,8,
2024-08-06T11:12:03+02:00,CSPWC2-500M-----------HEAT000100--,CSPWC2-500M,Women's Canoe Double 500m,Women's Canoe Double 500m Heat 1,Heat 1,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWC2-500M-CUB01,CIRILO DUBOYS Yarisleidis / LOPEZ LAMADRID Yinnoly Francheska,Team,CUB,Cuba,7.0,2:03.54,TIME,+9.09,QF,2,
2024-08-06T11:17:46+02:00,CSPWC2-500M-----------HEAT000200--,CSPWC2-500M,Women's Canoe Double 500m,Women's Canoe Double 500m Heat 2,Heat 2,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWC2-500M-CAN01,MACKENZIE Sloan / VINCENT Katie,Team,CAN,Canada,1.0,1:54.16,TIME,,SF,6,
2024-08-06T11:17:46+02:00,CSPWC2-500M-----------HEAT000200--,CSPWC2-500M,Women's Canoe Double 500m,Women's Canoe Double 500m Heat 2,Heat 2,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWC2-500M-ESP01,JACOME Antia / CORBERA Maria,Team,ESP,Spain,2.0,1:55.63,TIME,+1.47,SF,4,
2024-08-06T11:17:46+02:00,CSPWC2-500M-----------HEAT000200--,CSPWC2-500M,Women's Canoe Double 500m,Women's Canoe Double 500m Heat 2,Heat 2,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWC2-500M-HUN01,KISS Agnes Anna / NAGY Bianka,Team,HUN,Hungary,3.0,1:56.82,TIME,+2.66,QF,5,
2024-08-06T11:17:46+02:00,CSPWC2-500M-----------HEAT000200--,CSPWC2-500M,Women's Canoe Double 500m,Women's Canoe Double 500m Heat 2,Heat 2,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWC2-500M-MDA01,COCIU Daniela / OLARASU Maria,Team,MDA,Republic of Moldova,4.0,1:58.81,TIME,+4.65,QF,3,
2024-08-06T11:17:46+02:00,CSPWC2-500M-----------HEAT000200--,CSPWC2-500M,Women's Canoe Double 500m,Women's Canoe Double 500m Heat 2,Heat 2,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWC2-500M-KAZ01,BROVKOVA Mariya / ISKAKOVA Rufina,Team,KAZ,Kazakhstan,5.0,2:00.05,TIME,+5.89,QF,2,
2024-08-06T11:17:46+02:00,CSPWC2-500M-----------HEAT000200--,CSPWC2-500M,Women's Canoe Double 500m,Women's Canoe Double 500m Heat 2,Heat 2,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWC2-500M-NGR01,BELLO Ayomide Powei / OTUEDO Beauty Akinaere,Team,NGR,Nigeria,6.0,2:10.11,TIME,+15.95,QF,7,
2024-08-06T13:28:51+02:00,CSPWC2-500M-----------QFNL000100--,CSPWC2-500M,Women's Canoe Double 500m,Women's Canoe Double 500m Quarterfinal 1,Quarterfinal 1,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWC2-500M-POL01,SZCZERBINSKA Sylwia / BOROWSKA Dorota,Team,POL,Poland,1.0,1:55.39,TIME,,SF,5,
2024-08-06T13:28:51+02:00,CSPWC2-500M-----------QFNL000100--,CSPWC2-500M,Women's Canoe Double 500m,Women's Canoe Double 500m Quarterfinal 1,Quarterfinal 1,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWC2-500M-MDA01,COCIU Daniela / OLARASU Maria,Team,MDA,Republic of Moldova,2.0,1:56.22,TIME,+0.83,SF,4,
2024-08-06T13:28:51+02:00,CSPWC2-500M-----------QFNL000100--,CSPWC2-500M,Women's Canoe Double 500m,Women's Canoe Double 500m Quarterfinal 1,Quarterfinal 1,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWC2-500M-CUB01,CIRILO DUBOYS Yarisleidis / LOPEZ LAMADRID Yinnoly Francheska,Team,CUB,Cuba,3.0,1:56.38,TIME,+0.99,SF,2,
2024-08-06T13:28:51+02:00,CSPWC2-500M-----------QFNL000100--,CSPWC2-500M,Women's Canoe Double 500m,Women's Canoe Double 500m Quarterfinal 1,Quarterfinal 1,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWC2-500M-GER01,JAHN Lisa / KLIEMKE Hedi Moana,Team,GER,Germany,4.0,1:56.56,TIME,+1.17,FB,3,
2024-08-06T13:28:51+02:00,CSPWC2-500M-----------QFNL000100--,CSPWC2-500M,Women's Canoe Double 500m,Women's Canoe Double 500m Quarterfinal 1,Quarterfinal 1,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWC2-500M-NGR01,BELLO Ayomide Powei / OTUEDO Beauty Akinaere,Team,NGR,Nigeria,5.0,2:07.86,TIME,+12.47,FB,6,
2024-08-06T13:38:02+02:00,CSPWC2-500M-----------QFNL000200--,CSPWC2-500M,Women's Canoe Double 500m,Women's Canoe Double 500m Quarterfinal 2,Quarterfinal 2,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWC2-500M-HUN01,KISS Agnes Anna / NAGY Bianka,Team,HUN,Hungary,1.0,1:59.89,TIME,,SF,5,
2024-08-06T13:38:02+02:00,CSPWC2-500M-----------QFNL000200--,CSPWC2-500M,Women's Canoe Double 500m,Women's Canoe Double 500m Quarterfinal 2,Quarterfinal 2,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWC2-500M-CHI01,MAILLIARD Maria Jose / GOMEZ Paula,Team,CHI,Chile,2.0,2:00.82,TIME,+0.93,SF,4,
2024-08-06T13:38:02+02:00,CSPWC2-500M-----------QFNL000200--,CSPWC2-500M,Women's Canoe Double 500m,Women's Canoe Double 500m Quarterfinal 2,Quarterfinal 2,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWC2-500M-FRA01,RENARD Axelle / DORANGE Eugenie,Team,FRA,France,3.0,2:00.91,TIME,+1.02,SF,6,
2024-08-06T13:38:02+02:00,CSPWC2-500M-----------QFNL000200--,CSPWC2-500M,Women's Canoe Double 500m,Women's Canoe Double 500m Quarterfinal 2,Quarterfinal 2,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWC2-500M-KAZ01,BROVKOVA Mariya / ISKAKOVA Rufina,Team,KAZ,Kazakhstan,4.0,2:01.76,TIME,+1.87,FB,3,
2024-08-06T12:17:05+02:00,CSPWK2-500M-----------HEAT000100--,CSPWK2-500M,Women's Kayak Double 500m,Women's Kayak Double 500m Heat 1,Heat 1,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWK2-500M-GER02,ROEHLINGS Lena / JAGSCH Pauline,Team,GER,Germany,1.0,1:41.45,TIME,,SF,7,
2024-08-06T12:17:05+02:00,CSPWK2-500M-----------HEAT000100--,CSPWK2-500M,Women's Kayak Double 500m,Women's Kayak Double 500m Heat 1,Heat 1,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWK2-500M-CHN01,YU Shimeng / CHEN Yule,Team,CHN,China,2.0,1:42.70,TIME,+1.25,SF,4,
2024-08-06T12:17:05+02:00,CSPWK2-500M-----------HEAT000100--,CSPWK2-500M,Women's Kayak Double 500m,Women's Kayak Double 500m Heat 1,Heat 1,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWK2-500M-DEN01,JORGENSEN Emma Aastrand / MATTHIESEN Frederikke Hauge,Team,DEN,Denmark,3.0,1:45.02,TIME,+3.57,QF,5,
2024-08-06T12:17:05+02:00,CSPWK2-500M-----------HEAT000100--,CSPWK2-500M,Women's Kayak Double 500m,Women's Kayak Double 500m Heat 1,Heat 1,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWK2-500M-FRA01,HOSTENS Manon / PAOLETTI Vanina,Team,FRA,France,4.0,1:45.34,TIME,+3.89,QF,6,
2024-08-06T12:17:05+02:00,CSPWK2-500M-----------HEAT000100--,CSPWK2-500M,Women's Kayak Double 500m,Women's Kayak Double 500m Heat 1,Heat 1,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWK2-500M-NOR01,VIRIK Maria / SLETSJOEE Anna Margrete,Team,NOR,Norway,5.0,1:47.17,TIME,+5.72,QF,3,
2024-08-06T12:26:33+02:00,CSPWK2-500M-----------HEAT000200--,CSPWK2-500M,Women's Kayak Double 500m,Women's Kayak Double 500m Heat 2,Heat 2,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWK2-500M-NZL01,CARRINGTON Lisa / HOSKIN Alicia,Team,NZL,New Zealand,1.0,1:41.05,TIME,,SF,5,
2024-08-06T12:26:33+02:00,CSPWK2-500M-----------HEAT000200--,CSPWK2-500M,Women's Kayak Double 500m,Women's Kayak Double 500m Heat 2,Heat 2,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWK2-500M-BEL01,PETERS Hermien / BROEKX Lize,Team,BEL,Belgium,2.0,1:41.80,TIME,+0.75,SF,4,
2024-08-06T12:26:33+02:00,CSPWK2-500M-----------HEAT000200--,CSPWK2-500M,Women's Kayak Double 500m,Women's Kayak Double 500m Heat 2,Heat 2,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWK2-500M-HUN01,CSIPES Tamara / GAZSO Alida Dora,Team,HUN,Hungary,3.0,1:42.68,TIME,+1.63,QF,7,
2024-08-06T12:26:33+02:00,CSPWK2-500M-----------HEAT000200--,CSPWK2-500M,Women's Kayak Double 500m,Women's Kayak Double 500m Heat 2,Heat 2,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWK2-500M-AUS01,BEERE Ella / BULL Aly,Team,AUS,Australia,4.0,1:46.21,TIME,+5.16,QF,6,
2024-08-06T12:26:33+02:00,CSPWK2-500M-----------HEAT000200--,CSPWK2-500M,Women's Kayak Double 500m,Women's Kayak Double 500m Heat 2,Heat 2,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWK2-500M-RSA01,KOCH Tiffany Amber / OLIVIER Esti,Team,RSA,South Africa,5.0,1:52.14,TIME,+11.09,QF,3,
2024-08-06T12:37:15+02:00,CSPWK2-500M-----------HEAT000300--,CSPWK2-500M,Women's Kayak Double 500m,Women's Kayak Double 500m Heat 3,Heat 3,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWK2-500M-POL01,KLATT Martyna / WISNIEWSKA Helena,Team,POL,Poland,1.0,1:40.95,TIME,,SF,5,
2024-08-06T12:37:15+02:00,CSPWK2-500M-----------HEAT000300--,CSPWK2-500M,Women's Kayak Double 500m,Women's Kayak Double 500m Heat 3,Heat 3,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWK2-500M-SWE01,STENSILS Linnea / WIKBERG Moa,Team,SWE,Sweden,2.0,1:40.97,TIME,+0.02,SF,4,
2024-08-06T12:37:15+02:00,CSPWK2-500M-----------HEAT000300--,CSPWK2-500M,Women's Kayak Double 500m,Women's Kayak Double 500m Heat 3,Heat 3,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWK2-500M-CAN01,STOTT Courtney / DAVISON Natalie,Team,CAN,Canada,3.0,1:44.35,TIME,+3.40,QF,3,
2024-08-06T12:37:15+02:00,CSPWK2-500M-----------HEAT000300--,CSPWK2-500M,Women's Kayak Double 500m,Women's Kayak Double 500m Heat 3,Heat 3,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWK2-500M-NZL02,FISHER Aimee / MATEHAERE Lucy,Team,NZL,New Zealand,4.0,1:46.52,TIME,+5.57,QF,7,
2024-08-06T12:37:15+02:00,CSPWK2-500M-----------HEAT000300--,CSPWK2-500M,Women's Kayak Double 500m,Women's Kayak Double 500m Heat 3,Heat 3,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWK2-500M-ESP01,GARCIA OTERO Carolina / OUZANDE Sara,Team,ESP,Spain,5.0,1:49.01,TIME,+8.06,QF,6,
2024-08-06T12:46:47+02:00,CSPWK2-500M-----------HEAT000400--,CSPWK2-500M,Women's Kayak Double 500m,Women's Kayak Double 500m Heat 4,Heat 4,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWK2-500M-GER01,PASZEK Paulina / HAKE Jule Marie,Team,GER,Germany,1.0,1:39.03,TIME,,SF,5,
2024-08-06T12:46:47+02:00,CSPWK2-500M-----------HEAT000400--,CSPWK2-500M,Women's Kayak Double 500m,Women's Kayak Double 500m Heat 4,Heat 4,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWK2-500M-POL02,NAJA Karolina / PULAWSKA Anna,Team,POL,Poland,2.0,1:39.18,TIME,+0.15,SF,7,
2024-08-06T12:46:47+02:00,CSPWK2-500M-----------HEAT000400--,CSPWK2-500M,Women's Kayak Double 500m,Women's Kayak Double 500m Heat 4,Heat 4,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWK2-500M-HUN02,PUPP Noemi / FOJT Sara,Team,HUN,Hungary,3.0,1:39.44,TIME,+0.41,QF,4,
2024-08-06T12:46:47+02:00,CSPWK2-500M-----------HEAT000400--,CSPWK2-500M,Women's Kayak Double 500m,Women's Kayak Double 500m Heat 4,Heat 4,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWK2-500M-NED01,KONIJN Selma / VORSSELMAN Ruth,Team,NED,Netherlands,4.0,1:43.91,TIME,+4.88,QF,6,
2024-08-06T12:46:47+02:00,CSPWK2-500M-----------HEAT000400--,CSPWK2-500M,Women's Kayak Double 500m,Women's Kayak Double 500m Heat 4,Heat 4,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWK2-500M-MEX01,ALANIS MORALES Karina / BRIONES FRAGOZA Beatriz,Team,MEX,Mexico,5.0,1:44.87,TIME,+5.84,QF,3,
2024-08-06T14:17:02+02:00,CSPWK2-500M-----------QFNL000100--,CSPWK2-500M,Women's Kayak Double 500m,Women's Kayak Double 500m Quarterfinal 1,Quarterfinal 1,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWK2-500M-NED01,KONIJN Selma / VORSSELMAN Ruth,Team,NED,Netherlands,1.0,1:40.93,TIME,,SF,3,
2024-08-06T14:17:02+02:00,CSPWK2-500M-----------QFNL000100--,CSPWK2-500M,Women's Kayak Double 500m,Women's Kayak Double 500m Quarterfinal 1,Quarterfinal 1,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWK2-500M-AUS01,BEERE Ella / BULL Aly,Team,AUS,Australia,2.0,1:41.89,TIME,+0.96,SF,6,
2024-08-06T14:17:02+02:00,CSPWK2-500M-----------QFNL000100--,CSPWK2-500M,Women's Kayak Double 500m,Women's Kayak Double 500m Quarterfinal 1,Quarterfinal 1,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWK2-500M-ESP01,GARCIA OTERO Carolina / OUZANDE Sara,Team,ESP,Spain,3.0,1:42.03,TIME,+1.10,SF,2,
2024-08-06T14:17:02+02:00,CSPWK2-500M-----------QFNL000100--,CSPWK2-500M,Women's Kayak Double 500m,Women's Kayak Double 500m Quarterfinal 1,Quarterfinal 1,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWK2-500M-CAN01,STOTT Courtney / DAVISON Natalie,Team,CAN,Canada,4.0,1:42.58,TIME,+1.65,SF,4,
2024-08-06T14:17:02+02:00,CSPWK2-500M-----------QFNL000100--,CSPWK2-500M,Women's Kayak Double 500m,Women's Kayak Double 500m Quarterfinal 1,Quarterfinal 1,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWK2-500M-DEN01,JORGENSEN Emma Aastrand / MATTHIESEN Frederikke Hauge,Team,DEN,Denmark,5.0,1:42.61,TIME,+1.68,X,5,
2024-08-06T14:17:02+02:00,CSPWK2-500M-----------QFNL000100--,CSPWK2-500M,Women's Kayak Double 500m,Women's Kayak Double 500m Quarterfinal 1,Quarterfinal 1,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWK2-500M-NOR01,VIRIK Maria / SLETSJOEE Anna Margrete,Team,NOR,Norway,6.0,1:43.28,TIME,+2.35,X,7,
2024-08-06T14:27:12+02:00,CSPWK2-500M-----------QFNL000200--,CSPWK2-500M,Women's Kayak Double 500m,Women's Kayak Double 500m Quarterfinal 2,Quarterfinal 2,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWK2-500M-HUN01,CSIPES Tamara / GAZSO Alida Dora,Team,HUN,Hungary,1.0,1:40.57,TIME,,SF,5,
2024-08-06T14:27:12+02:00,CSPWK2-500M-----------QFNL000200--,CSPWK2-500M,Women's Kayak Double 500m,Women's Kayak Double 500m Quarterfinal 2,Quarterfinal 2,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWK2-500M-FRA01,HOSTENS Manon / PAOLETTI Vanina,Team,FRA,France,2.0,1:41.43,TIME,+0.86,SF,6,
2024-08-06T14:27:12+02:00,CSPWK2-500M-----------QFNL000200--,CSPWK2-500M,Women's Kayak Double 500m,Women's Kayak Double 500m Quarterfinal 2,Quarterfinal 2,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWK2-500M-MEX01,ALANIS MORALES Karina / BRIONES FRAGOZA Beatriz,Team,MEX,Mexico,3.0,1:41.45,TIME,+0.88,SF,2,
2024-08-06T14:27:12+02:00,CSPWK2-500M-----------QFNL000200--,CSPWK2-500M,Women's Kayak Double 500m,Women's Kayak Double 500m Quarterfinal 2,Quarterfinal 2,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWK2-500M-HUN02,PUPP Noemi / FOJT Sara,Team,HUN,Hungary,4.0,1:41.90,TIME,+1.33,SF,4,
2024-08-06T14:27:12+02:00,CSPWK2-500M-----------QFNL000200--,CSPWK2-500M,Women's Kayak Double 500m,Women's Kayak Double 500m Quarterfinal 2,Quarterfinal 2,FINISHED,W,Canoe Sprint,CSP,Nautical St - Flat water,CSPWK2-500M-NZL02,FISHER Aimee / MATEHAERE Lucy,Team,NZL,New Zealand,5.0,1:44.45,TIME,+3.88,X,3,
